#FRAME_ID    DATE_OBS   FITS_SIZE[MB] FILTER01        FILTER02        FILTER03        FILTER04        RA2000       DEC2000      GALLONG      GALLAT       ECLLONG      ECLLAT             X_2000       Y_2000       Z_2000 UT_STR        EXPTIME   ALTITUDE DATA_TYP         OBS_MOD          OBJECT2                          

COMA00031316 2002-12-16             1 F30C12.81W0.20  H21             H01             L01L10I         00:40:30.578 +56:32:13.75 121.41671    -6.30244     37.82491     46.62210         0.542805     0.096956     0.834244 07:48:06.000    5.022   44.58531 OBJECT           spectroscopy     HD3712                           
COMA00031317 2002-12-16             1 F30C12.81W0.20  H21             H01             L01L10I         23:05:10.565 +60:14:40.74 110.10807    0.04569      26.25869     57.48939         0.482165    -0.117593     0.868152 07:50:46.000    0.402   31.56533 OBJECT           imaging          G110.10+0.05                     
COMA00031319 2002-12-16             1 F30C12.81W0.20  H21             H01             L01L10I         23:05:10.567 +60:14:40.73 110.10808    0.04568      26.25872     57.48937         0.482165    -0.117592     0.868152 07:51:43.000    0.402   31.44065 OBJECT           imaging          G110.10+0.05                     
COMA00031321 2002-12-16             1 F30C12.81W0.20  H21             H01             L01L10I         23:05:10.187 +60:14:46.94 110.10805    0.04757      26.26001     57.49113         0.482137    -0.117599     0.868167 07:54:15.000    0.402   31.14661 OBJECT           imaging          G110.10+0.05                     
COMA00031322 2002-12-16             1 F30C12.81W0.20  H21             H01             L01L10I         23:05:10.187 +60:14:46.94 110.10805    0.04757      26.26001     57.49113         0.482137    -0.117599     0.868167 07:54:15.000   10.044   31.14661 OBJECT           spectroscopy     G110.10+0.05                     
COMA00031323 2002-12-16             6 F30C12.81W0.20  H21             H01             L01L10I         23:05:10.187 +60:14:46.90 110.10805    0.04756      26.25999     57.49112         0.482137    -0.117600     0.868167 07:55:13.000    0.402   31.02765 OBJECT           imaging          G110.10+0.05                     
COMA00031324 2002-12-16            12 F30C12.81W0.20  H21             H01             L01L10I         23:05:10.187 +60:14:46.90 110.10805    0.04756      26.25999     57.49112         0.482137    -0.117600     0.868167 07:55:14.000   10.044   31.02765 OBJECT           spectroscopy     G110.10+0.05                     
COMA00031326 2002-12-16             1 F30C12.81W0.20  H21             H01             L01L10I         23:05:10.188 +60:14:46.90 110.10805    0.04756      26.25999     57.49112         0.482137    -0.117600     0.868167 07:59:35.000    5.022   30.50547 OBJECT           spectroscopy     G110.10+0.05                     
COMA00031327 2002-12-16             1 F30C12.81W0.20  H21             H01             L01L10I         23:05:10.184 +60:14:46.93 110.10803    0.04758      26.25998     57.49115         0.482137    -0.117600     0.868167 08:01:37.000    0.030   30.26268 OBJECT           imaging          G110.10+0.05                     
COMA00031329 2002-12-16             1 F01C10.50W6.00  H21             F08C11.60W1.10  L01L10I         04:35:55.222 +16:30:33.73 180.97180    -20.24832    69.83042     -5.46688         0.343905     0.894972     0.284172 08:20:43.000    0.060   75.77279 OBJECT           imaging          alpha_Tau                        
COMA00031331 2002-12-16             1 F01C10.50W6.00  H21             F08C11.60W1.10  L01L10I         04:35:55.102 +16:30:33.76 180.97147    -20.24869    69.82994     -5.46680         0.343913     0.894969     0.284172 08:21:58.000    0.060   76.07428 OBJECT           imaging          alpha_Tau                        
COMA00031333 2002-12-16             1 F01C10.50W6.00  H21             F08C11.60W1.10  L01L10I         04:35:55.102 +16:30:33.77 180.97147    -20.24869    69.82994     -5.46680         0.343913     0.894969     0.284172 08:22:52.000    0.060   76.28336 OBJECT           imaging          alpha_Tau                        
COMA00031335 2002-12-16             1 F01C10.50W6.00  H21             F08C11.60W1.10  L01L10I         04:35:55.102 +16:30:33.77 180.97147    -20.24869    69.82994     -5.46680         0.343913     0.894969     0.284172 08:23:41.000    0.060   76.47225 OBJECT           imaging          alpha_Tau                        
COMA00031337 2002-12-16             1 F01C10.50W6.00  H21             F08C11.60W1.10  L01L10I         04:35:55.101 +16:30:33.77 180.97147    -20.24869    69.82994     -5.46680         0.343913     0.894969     0.284172 08:25:12.000    0.040   76.80577 OBJECT           imaging          alpha_Tau                        
COMA00031339 2002-12-16             1 F01C10.50W6.00  H21             F08C11.60W1.10  L01L10I         04:35:55.100 +16:30:33.77 180.97147    -20.24869    69.82994     -5.46680         0.343913     0.894969     0.284172 08:26:15.000    0.040   77.06092 OBJECT           imaging          alpha_Tau                        
COMA00031341 2002-12-16             1 F01C10.50W6.00  H21             F08C11.60W1.10  L01L10I         04:35:55.101 +16:30:33.77 180.97147    -20.24869    69.82994     -5.46680         0.343913     0.894969     0.284172 08:27:11.000    0.040   77.27626 OBJECT           imaging          alpha_Tau                        
COMA00031343 2002-12-16             1 F01C10.50W6.00  H21             F08C11.60W1.10  L01L10I         04:35:55.101 +16:30:33.79 180.97147    -20.24869    69.82995     -5.46679         0.343913     0.894969     0.284172 08:28:00.000    0.040   77.46420 OBJECT           imaging          alpha_Tau                        
COMA00031345 2002-12-16             1 F01C10.50W6.00  H21             F08C11.60W1.10  L01L10I         04:35:55.249 +16:30:19.73 180.97514    -20.25062    69.82998     -5.47074         0.343910     0.894991     0.284107 08:31:00.000    0.031   78.12366 OBJECT           imaging          alpha_Tau                        
COMA00031346 2002-12-16             1 F01C10.50W6.00  H21             F08C11.60W1.10  L01L10I         04:35:55.249 +16:30:19.73 180.97514    -20.25062    69.82998     -5.47074         0.343910     0.894991     0.284107 08:31:00.000    2.511   78.12366 OBJECT           spectroscopy     alpha_Tau                        
COMA00031347 2002-12-16             1 F01C10.50W6.00  H21             F08C11.60W1.10  L01L10I         04:35:55.284 +16:30:19.75 180.97521    -20.25052    69.83010     -5.47075         0.343908     0.894992     0.284107 08:32:18.000    0.031   78.44502 OBJECT           imaging          alpha_Tau                        
COMA00031348 2002-12-16             1 F01C10.50W6.00  H21             F08C11.60W1.10  L01L10I         04:35:55.284 +16:30:19.75 180.97521    -20.25052    69.83010     -5.47075         0.343908     0.894992     0.284107 08:32:18.000    2.511   78.44502 OBJECT           spectroscopy     alpha_Tau                        
COMA00031349 2002-12-16             1 H13             F34C17.00W0.40  H01             L02L20I         04:35:55.281 +16:30:19.76 180.97521    -20.25052    69.83010     -5.47075         0.343908     0.894992     0.284107 08:36:45.000    0.031   79.45267 OBJECT           imaging          alpha_Tau                        
COMA00031350 2002-12-16             1 H13             F34C17.00W0.40  H01             L02L20I         04:35:55.281 +16:30:19.76 180.97521    -20.25052    69.83010     -5.47075         0.343908     0.894992     0.284107 08:36:45.000    2.511   79.45267 OBJECT           spectroscopy     alpha_Tau                        
COMA00031351 2002-12-16            14 H13             F34C17.00W0.40  H01             L02L20I         04:35:55.284 +16:30:19.76 180.97521    -20.25052    69.83010     -5.47075         0.343908     0.894992     0.284107 08:38:20.000    0.031   79.80791 OBJECT           imaging          alpha_Tau                        
COMA00031352 2002-12-16            28 H13             F34C17.00W0.40  H01             L02L20I         04:35:55.284 +16:30:19.76 180.97521    -20.25052    69.83010     -5.47075         0.343908     0.894992     0.284107 08:38:20.000    2.511   79.80791 OBJECT           spectroscopy     alpha_Tau                        
COMA00031353 2002-12-16             1 H13             F34C17.00W0.40  H01             L02L20I         04:35:55.287 +16:30:24.32 180.97417    -20.24971    69.83032     -5.46950         0.343905     0.894986     0.284128 08:42:36.000    0.031   80.75548 OBJECT           imaging          alpha_Tau                        
COMA00031354 2002-12-16             1 H13             F34C17.00W0.40  H01             L02L20I         04:35:55.287 +16:30:24.32 180.97417    -20.24971    69.83032     -5.46950         0.343905     0.894986     0.284128 08:42:36.000    2.511   80.75548 OBJECT           spectroscopy     alpha_Tau                        
COMA00031355 2002-12-16             1 H13             F34C17.00W0.40  H01             L02L20I         04:35:55.289 +16:30:24.33 180.97417    -20.24971    69.83032     -5.46950         0.343905     0.894986     0.284128 08:44:03.000    0.031   81.08865 OBJECT           imaging          alpha_Tau                        
COMA00031356 2002-12-16             1 H13             F34C17.00W0.40  H01             L02L20I         04:35:55.289 +16:30:24.33 180.97417    -20.24971    69.83032     -5.46950         0.343905     0.894986     0.284128 08:44:03.000    2.511   81.08865 OBJECT           spectroscopy     alpha_Tau                        
COMA00031357 2002-12-16            14 H13             F34C17.00W0.40  H01             L02L20I         04:35:55.288 +16:30:24.31 180.97418    -20.24971    69.83032     -5.46951         0.343905     0.894986     0.284128 08:44:32.000    0.031   81.19240 OBJECT           imaging          alpha_Tau                        
COMA00031358 2002-12-16            28 H13             F34C17.00W0.40  H01             L02L20I         04:35:55.288 +16:30:24.31 180.97418    -20.24971    69.83032     -5.46951         0.343905     0.894986     0.284128 08:44:32.000    2.511   81.19240 OBJECT           spectroscopy     alpha_Tau                        
COMA00031359 2002-12-16             1 F01C10.50W6.00  H21             F08C11.60W1.10  L01L10I         04:35:55.289 +16:30:24.37 180.97416    -20.24970    69.83032     -5.46949         0.343905     0.894986     0.284129 08:49:03.000    0.031   82.17209 OBJECT           imaging          alpha_Tau                        
COMA00031360 2002-12-16             1 F01C10.50W6.00  H21             F08C11.60W1.10  L01L10I         04:35:55.289 +16:30:24.37 180.97416    -20.24970    69.83032     -5.46949         0.343905     0.894986     0.284129 08:49:04.000    2.511   82.17209 OBJECT           spectroscopy     alpha_Tau                        
COMA00031361 2002-12-16             1 F01C10.50W6.00  H21             F08C11.60W1.10  L01L10I         04:35:55.297 +16:30:26.69 180.97365    -20.24927    69.83046     -5.46886         0.343903     0.894984     0.284139 08:50:33.000    0.031   82.50432 OBJECT           imaging          alpha_Tau                        
COMA00031362 2002-12-16             1 F01C10.50W6.00  H21             F08C11.60W1.10  L01L10I         04:35:55.297 +16:30:26.69 180.97365    -20.24927    69.83046     -5.46886         0.343903     0.894984     0.284139 08:50:33.000    2.511   82.50432 OBJECT           spectroscopy     alpha_Tau                        
COMA00031363 2002-12-16             1 F01C10.50W6.00  H21             F08C11.60W1.10  L01L10I         04:35:55.268 +16:30:26.71 180.97356    -20.24936    69.83034     -5.46884         0.343905     0.894983     0.284140 08:51:32.000    0.031   82.71121 OBJECT           imaging          alpha_Tau                        
COMA00031364 2002-12-16             1 F01C10.50W6.00  H21             F08C11.60W1.10  L01L10I         04:35:55.268 +16:30:26.71 180.97356    -20.24936    69.83034     -5.46884         0.343905     0.894983     0.284140 08:51:32.000    2.511   82.71121 OBJECT           spectroscopy     alpha_Tau                        
COMA00031365 2002-12-16             1 H13             F34C17.00W0.40  H01             L02L20I         04:35:55.269 +16:30:26.70 180.97357    -20.24936    69.83034     -5.46884         0.343905     0.894983     0.284139 08:53:23.000    0.031   83.09886 OBJECT           imaging          alpha_Tau                        
COMA00031366 2002-12-16             1 H13             F34C17.00W0.40  H01             L02L20I         04:35:55.269 +16:30:26.70 180.97357    -20.24936    69.83034     -5.46884         0.343905     0.894983     0.284139 08:53:23.000    2.511   83.09886 OBJECT           spectroscopy     alpha_Tau                        
COMA00031367 2002-12-16            14 H13             F34C17.00W0.40  H01             L02L20I         04:35:55.272 +16:30:26.70 180.97357    -20.24936    69.83034     -5.46884         0.343905     0.894983     0.284139 08:53:50.000    0.031   83.19091 OBJECT           imaging          alpha_Tau                        
COMA00031368 2002-12-16            28 H13             F34C17.00W0.40  H01             L02L20I         04:35:55.272 +16:30:26.70 180.97357    -20.24936    69.83034     -5.46884         0.343905     0.894983     0.284139 08:53:51.000    2.511   83.19091 OBJECT           spectroscopy     alpha_Tau                        
COMA00031370 2002-12-16             5 H13             F34C17.00W0.40  H01             L02L20I         04:35:55.270 +16:30:26.73 180.97356    -20.24936    69.83034     -5.46883         0.343905     0.894983     0.284140 08:56:57.000    1.507   83.80715 OBJECT           spectroscopy     alpha_Tau                        
COMA00031372 2002-12-16             5 D12             F34C17.00W0.40  H01             L02L20I         04:35:55.269 +16:30:26.71 180.97356    -20.24936    69.83034     -5.46884         0.343905     0.894983     0.284140 08:58:22.000    1.507   84.11100 OBJECT           spectroscopy     alpha_Tau                        
COMA00031373 2002-12-16             1 H13             F34C17.00W0.40  H01             L02L20I         04:39:17.673 +22:21:03.36 176.68937    -15.98211    71.43878     0.20557          0.318999     0.868118     0.380278 09:02:17.000    0.030   84.68452 OBJECT           imaging          LkCa_15                          
COMA00031375 2002-12-16             1 H13             F34C17.00W0.40  H01             L02L20I         04:39:17.673 +22:21:03.34 176.68937    -15.98211    71.43878     0.20557          0.318999     0.868118     0.380278 09:02:46.000    0.030   84.80750 OBJECT           imaging          LkCa_15                          
COMA00031377 2002-12-16             4 H13             F34C17.00W0.40  H01             L02L20I         04:39:17.676 +22:21:03.34 176.68940    -15.98208    71.43882     0.20556          0.318998     0.868118     0.380278 09:03:21.000    0.030   84.91403 OBJECT           imaging          LkCa_15                          
COMA00031379 2002-12-16             4 F01C10.50W6.00  H21             F08C11.60W1.10  L01L10I         04:39:17.671 +22:21:03.35 176.68937    -15.98211    71.43878     0.20557          0.318999     0.868118     0.380278 09:06:22.000    0.030   85.52359 OBJECT           imaging          LkCa_15                          
COMA00031381 2002-12-16             4 F01C10.50W6.00  H21             F08C11.60W1.10  L01L10I         04:39:17.748 +22:20:48.74 176.69285    -15.98443    71.43853     0.20151          0.319003     0.868145     0.380213 09:09:22.000    0.030   86.08172 OBJECT           imaging          LkCa_15                          
COMA00031383 2002-12-16             2 F01C10.50W6.00  H21             F08C11.60W1.10  L01L10I         04:39:17.762 +22:20:48.40 176.69295    -15.98446    71.43855     0.20141          0.319003     0.868146     0.380211 09:12:19.000    0.060   86.57211 OBJECT           imaging          LkCa_15                          
COMA00031385 2002-12-16             6 F01C10.50W6.00  H21             F08C11.60W1.10  L01L10I         04:39:17.780 +22:20:48.01 176.69309    -15.98447    71.43862     0.20129          0.319002     0.868147     0.380210 09:13:45.000    0.060   86.78985 OBJECT           imaging          LkCa_15                          
COMA00031387 2002-12-16             7 F01C10.50W6.00  H21             F05C08.70W0.80  L01L10I         04:39:17.799 +22:20:47.87 176.69317    -15.98443    71.43869     0.20124          0.319000     0.868147     0.380209 09:15:40.000    0.100   87.03887 OBJECT           imaging          LkCa_15                          
COMA00031389 2002-12-16             7 F01C10.50W6.00  H21             F05C08.70W0.80  L01L10I         04:39:17.803 +22:20:47.82 176.69318    -15.98444    71.43869     0.20123          0.319000     0.868147     0.380209 09:17:05.000    0.100   87.20929 OBJECT           imaging          LkCa_15                          
COMA00031392 2002-12-16             5 H13             F34C17.00W0.40  H01             L02L20I         04:39:17.830 +22:20:47.67 176.69329    -15.98438    71.43879     0.20117          0.318999     0.868148     0.380208 09:20:09.000    1.507   87.42760 OBJECT           spectroscopy     LkCa_15                          
COMA00031393 2002-12-16            14 H13             F34C17.00W0.40  H01             L02L20I         04:39:17.851 +22:20:47.49 176.69338    -15.98435    71.43886     0.20111          0.318997     0.868149     0.380207 09:21:26.000    0.031   87.46764 OBJECT           imaging          LkCa_15                          
COMA00031394 2002-12-16            28 H13             F34C17.00W0.40  H01             L02L20I         04:39:17.851 +22:20:47.49 176.69338    -15.98435    71.43886     0.20111          0.318997     0.868149     0.380207 09:21:26.000    2.511   87.46764 OBJECT           spectroscopy     LkCa_15                          
COMA00031395 2002-12-16            14 H13             F34C17.00W0.40  H01             L02L20I         04:39:17.916 +22:20:47.56 176.69354    -15.98413    71.43913     0.20109          0.318993     0.868151     0.380208 09:24:04.000    0.031   87.43702 OBJECT           imaging          LkCa_15                          
COMA00031396 2002-12-16            28 H13             F34C17.00W0.40  H01             L02L20I         04:39:17.916 +22:20:47.56 176.69354    -15.98413    71.43913     0.20109          0.318993     0.868151     0.380208 09:24:04.000    2.511   87.43702 OBJECT           spectroscopy     LkCa_15                          
COMA00031397 2002-12-16            14 H13             F34C17.00W0.40  H01             L02L20I         04:39:17.982 +22:20:48.60 176.69346    -15.98377    71.43940     0.20135          0.318989     0.868150     0.380212 09:26:40.000    0.031   87.26469 OBJECT           imaging          LkCa_15                          
COMA00031398 2002-12-16            28 H13             F34C17.00W0.40  H01             L02L20I         04:39:17.982 +22:20:48.60 176.69346    -15.98377    71.43940     0.20135          0.318989     0.868150     0.380212 09:26:40.000    2.511   87.26469 OBJECT           spectroscopy     LkCa_15                          
COMA00031399 2002-12-16            14 H13             F34C17.00W0.40  H01             L02L20I         04:39:17.996 +22:20:49.54 176.69330    -15.98354    71.43951     0.20159          0.318987     0.868149     0.380217 09:29:18.000    0.031   86.97269 OBJECT           imaging          LkCa_15                          
COMA00031400 2002-12-16            28 H13             F34C17.00W0.40  H01             L02L20I         04:39:17.996 +22:20:49.54 176.69330    -15.98354    71.43951     0.20159          0.318987     0.868149     0.380217 09:29:19.000    2.511   86.97269 OBJECT           spectroscopy     LkCa_15                          
COMA00031401 2002-12-16            14 H13             F34C17.00W0.40  H01             L02L20I         04:39:17.998 +22:20:50.00 176.69320    -15.98346    71.43953     0.20172          0.318986     0.868148     0.380219 09:31:57.000    0.031   86.59266 OBJECT           imaging          LkCa_15                          
COMA00031402 2002-12-16            28 H13             F34C17.00W0.40  H01             L02L20I         04:39:17.998 +22:20:50.00 176.69320    -15.98346    71.43953     0.20172          0.318986     0.868148     0.380219 09:31:57.000    2.511   86.59266 OBJECT           spectroscopy     LkCa_15                          
COMA00031403 2002-12-16            14 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.009 +22:20:50.28 176.69316    -15.98338    71.43958     0.20179          0.318986     0.868148     0.380220 09:34:34.000    0.031   86.15114 OBJECT           imaging          LkCa_15                          
COMA00031404 2002-12-16            28 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.009 +22:20:50.28 176.69316    -15.98338    71.43958     0.20179          0.318986     0.868148     0.380220 09:34:34.000    2.511   86.15114 OBJECT           spectroscopy     LkCa_15                          
COMA00031405 2002-12-16            14 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.016 +22:20:50.41 176.69315    -15.98333    71.43962     0.20182          0.318985     0.868148     0.380220 09:37:13.000    0.031   85.67102 OBJECT           imaging          LkCa_15                          
COMA00031406 2002-12-16            28 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.016 +22:20:50.41 176.69315    -15.98333    71.43962     0.20182          0.318985     0.868148     0.380220 09:37:13.000    2.511   85.67102 OBJECT           spectroscopy     LkCa_15                          
COMA00031407 2002-12-16            14 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.039 +22:20:50.43 176.69320    -15.98327    71.43970     0.20182          0.318984     0.868149     0.380221 09:39:51.000    0.031   85.15861 OBJECT           imaging          LkCa_15                          
COMA00031408 2002-12-16            28 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.039 +22:20:50.43 176.69320    -15.98327    71.43970     0.20182          0.318984     0.868149     0.380221 09:39:51.000    2.511   85.15861 OBJECT           spectroscopy     LkCa_15                          
COMA00031409 2002-12-16            14 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.035 +22:20:50.77 176.69312    -15.98321    71.43971     0.20191          0.318983     0.868148     0.380222 09:42:30.000    0.031   84.61808 OBJECT           imaging          LkCa_15                          
COMA00031410 2002-12-16            28 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.035 +22:20:50.77 176.69312    -15.98321    71.43971     0.20191          0.318983     0.868148     0.380222 09:42:30.000    2.511   84.61808 OBJECT           spectroscopy     LkCa_15                          
COMA00031411 2002-12-16            14 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.035 +22:20:50.79 176.69312    -15.98320    71.43971     0.20192          0.318983     0.868148     0.380222 09:45:08.000    0.031   84.06905 OBJECT           imaging          LkCa_15                          
COMA00031412 2002-12-16            28 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.035 +22:20:50.79 176.69312    -15.98320    71.43971     0.20192          0.318983     0.868148     0.380222 09:45:08.000    2.511   84.06905 OBJECT           spectroscopy     LkCa_15                          
COMA00031413 2002-12-16            14 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.055 +22:20:50.84 176.69313    -15.98316    71.43975     0.20193          0.318983     0.868148     0.380222 09:49:28.000    0.031   83.12900 OBJECT           imaging          LkCa_15                          
COMA00031414 2002-12-16            28 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.055 +22:20:50.84 176.69313    -15.98316    71.43975     0.20193          0.318983     0.868148     0.380222 09:49:28.000    2.511   83.12900 OBJECT           spectroscopy     LkCa_15                          
COMA00031415 2002-12-16            14 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.053 +22:20:50.83 176.69314    -15.98317    71.43975     0.20192          0.318983     0.868148     0.380222 09:52:06.000    0.031   82.55883 OBJECT           imaging          LkCa_15                          
COMA00031416 2002-12-16            28 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.053 +22:20:50.83 176.69314    -15.98317    71.43975     0.20192          0.318983     0.868148     0.380222 09:52:06.000    2.511   82.55883 OBJECT           spectroscopy     LkCa_15                          
COMA00031417 2002-12-16            14 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.056 +22:20:51.03 176.69312    -15.98310    71.43980     0.20197          0.318982     0.868148     0.380223 09:54:44.000    0.031   81.97477 OBJECT           imaging          LkCa_15                          
COMA00031418 2002-12-16            28 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.056 +22:20:51.03 176.69312    -15.98310    71.43980     0.20197          0.318982     0.868148     0.380223 09:54:45.000    2.511   81.97477 OBJECT           spectroscopy     LkCa_15                          
COMA00031419 2002-12-16            14 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.057 +22:20:51.03 176.69312    -15.98310    71.43980     0.20197          0.318982     0.868148     0.380223 09:57:23.000    0.031   81.38937 OBJECT           imaging          LkCa_15                          
COMA00031420 2002-12-16            28 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.057 +22:20:51.03 176.69312    -15.98310    71.43980     0.20197          0.318982     0.868148     0.380223 09:57:23.000    2.511   81.38937 OBJECT           spectroscopy     LkCa_15                          
COMA00031421 2002-12-16            14 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.061 +22:20:50.88 176.69315    -15.98313    71.43979     0.20193          0.318982     0.868148     0.380223 10:00:00.000    0.031   80.79612 OBJECT           imaging          LkCa_15                          
COMA00031422 2002-12-16            28 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.061 +22:20:50.88 176.69315    -15.98313    71.43979     0.20193          0.318982     0.868148     0.380223 10:00:01.000    2.511   80.79612 OBJECT           spectroscopy     LkCa_15                          
COMA00031423 2002-12-16            14 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.066 +22:20:50.96 176.69316    -15.98308    71.43984     0.20195          0.318981     0.868148     0.380223 10:02:39.000    0.031   80.20502 OBJECT           imaging          LkCa_15                          
COMA00031424 2002-12-16            28 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.066 +22:20:50.96 176.69316    -15.98308    71.43984     0.20195          0.318981     0.868148     0.380223 10:02:39.000    2.511   80.20502 OBJECT           spectroscopy     LkCa_15                          
COMA00031425 2002-12-16            14 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.071 +22:20:51.03 176.69314    -15.98307    71.43984     0.20197          0.318981     0.868148     0.380223 10:05:17.000    0.031   79.61101 OBJECT           imaging          LkCa_15                          
COMA00031426 2002-12-16            28 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.071 +22:20:51.03 176.69314    -15.98307    71.43984     0.20197          0.318981     0.868148     0.380223 10:05:17.000    2.511   79.61101 OBJECT           spectroscopy     LkCa_15                          
COMA00031427 2002-12-16            14 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.072 +22:20:51.08 176.69313    -15.98306    71.43984     0.20198          0.318981     0.868148     0.380223 10:07:57.000    0.031   79.00921 OBJECT           imaging          LkCa_15                          
COMA00031428 2002-12-16            28 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.072 +22:20:51.08 176.69313    -15.98306    71.43984     0.20198          0.318981     0.868148     0.380223 10:07:57.000    2.511   79.00921 OBJECT           spectroscopy     LkCa_15                          
COMA00031429 2002-12-16            14 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.077 +22:20:51.18 176.69313    -15.98301    71.43988     0.20200          0.318981     0.868148     0.380224 10:10:34.000    0.031   78.40484 OBJECT           imaging          LkCa_15                          
COMA00031430 2002-12-16            28 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.077 +22:20:51.18 176.69313    -15.98301    71.43988     0.20200          0.318981     0.868148     0.380224 10:10:34.000    2.511   78.40484 OBJECT           spectroscopy     LkCa_15                          
COMA00031431 2002-12-16            14 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.086 +22:20:51.23 176.69315    -15.98298    71.43992     0.20201          0.318980     0.868148     0.380224 10:13:13.000    0.031   77.80471 OBJECT           imaging          LkCa_15                          
COMA00031432 2002-12-16            28 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.086 +22:20:51.23 176.69315    -15.98298    71.43992     0.20201          0.318980     0.868148     0.380224 10:13:13.000    2.511   77.80471 OBJECT           spectroscopy     LkCa_15                          
COMA00031433 2002-12-16            14 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.077 +22:20:51.38 176.69309    -15.98298    71.43989     0.20206          0.318980     0.868148     0.380225 10:16:06.000    0.031   77.14441 OBJECT           imaging          LkCa_15                          
COMA00031434 2002-12-16            28 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.077 +22:20:51.38 176.69309    -15.98298    71.43989     0.20206          0.318980     0.868148     0.380225 10:16:06.000    2.511   77.14441 OBJECT           spectroscopy     LkCa_15                          
COMA00031435 2002-12-16            14 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.063 +22:20:51.51 176.69301    -15.98302    71.43982     0.20211          0.318982     0.868147     0.380225 10:18:44.000    0.031   76.53671 OBJECT           imaging          LkCa_15                          
COMA00031436 2002-12-16            28 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.063 +22:20:51.51 176.69301    -15.98302    71.43982     0.20211          0.318982     0.868147     0.380225 10:18:44.000    2.511   76.53671 OBJECT           spectroscopy     LkCa_15                          
COMA00031437 2002-12-16            14 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.063 +22:20:51.53 176.69300    -15.98301    71.43982     0.20211          0.318982     0.868147     0.380225 10:21:22.000    0.031   75.93350 OBJECT           imaging          LkCa_15                          
COMA00031438 2002-12-16            28 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.063 +22:20:51.53 176.69300    -15.98301    71.43982     0.20211          0.318982     0.868147     0.380225 10:21:22.000    2.511   75.93350 OBJECT           spectroscopy     LkCa_15                          
COMA00031439 2002-12-16            14 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.064 +22:20:51.60 176.69299    -15.98300    71.43982     0.20213          0.318982     0.868147     0.380226 10:24:00.000    0.031   75.32796 OBJECT           imaging          LkCa_15                          
COMA00031440 2002-12-16            28 H13             F34C17.00W0.40  H01             L02L20I         04:39:18.064 +22:20:51.60 176.69299    -15.98300    71.43982     0.20213          0.318982     0.868147     0.380226 10:24:00.000    2.511   75.32796 OBJECT           spectroscopy     LkCa_15                          
COMA00031441 2002-12-16             7 F01C10.50W6.00  H21             F05C08.70W0.80  L01L10I         04:39:18.061 +22:20:51.63 176.69298    -15.98300    71.43982     0.20214          0.318982     0.868147     0.380226 10:28:23.000    0.100   74.34418 OBJECT           imaging          LkCa_15                          
COMA00031443 2002-12-16             7 F01C10.50W6.00  H21             F05C08.70W0.80  L01L10I         04:39:18.028 +22:20:53.08 176.69258    -15.98283    71.43976     0.20255          0.318983     0.868144     0.380232 10:35:36.000    0.100   72.65574 OBJECT           imaging          LkCa_15                          
COMA00031445 2002-12-16             7 F01C10.50W6.00  H21             F05C08.70W0.80  L01L10I         04:39:17.991 +22:20:53.06 176.69248    -15.98295    71.43961     0.20257          0.318985     0.868143     0.380232 10:38:33.000    0.100   71.97051 OBJECT           imaging          LkCa_15                          
